idImpianto,Gestore,Bandiera,Tipo Impianto,Nome Impianto,Indirizzo,Comune,Provincia,Latitudine,Longitudine,,,
21177,BAGNATO GIANLUCA,Tamoil,Altro,TAMOIL,VIA F.LLI CERVI 8 20098,SAN GIULIANO MILANESE,MI,45.3994361019405,9.28200289607048,,,
18499,CALANDRA GIOVANNI,Total Erg,Altro,TOTALERG,SP40 BINASCO MELEGNANO  20098,SAN GIULIANO MILANESE,MI,45.35961938548193,9.310690462589264,,,
31161,SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.,Esso,Altro,VIA LOMBARDIA SAN G. MILANESE,VIALE LOMBARDIA 30 20098,SAN GIULIANO MILANESE,MI,45.39794146331481,9.253359586000443,,,
20028,LOIACONO FRANCO,Esso,Altro,ZENIT SRL,VIA LOMBARDIA 30 20098,SAN GIULIANO MILANESE,MI,45.39794862018722,9.253348857164383,,,
7399,COBIDO CAR SERVICE DI DOLCE ANTONINO & C. S.N.C.,Agip Eni,Altro,ENI 2261 DI COBIDO CAR   SERVICE,S.S.SEMPIONE 22 20028,SAN VITTORE OLONA,MI,45.591472259122135,8.935790061950684,,,
10291,GAS CINQUE MULINI DI ROSSINI GIUSEPPE E C. S.N.C.,Esso,Altro,gascinquemulini s.n.c.,VIA AL FORNASONE 85 20028,SAN VITTORE OLONA,MI,45.58431244639692,8.930491358041763,,,
3775,SQ Petrol S.a.s. di Squeri Egidio & C.,Total Erg,Autostradale,S.ZENONE EST,Autostrada A1 MILANO-NAPOLI. Km. 15+083. dir. Nord 20070,SAN ZENONE AL LAMBRO,MI,45.32231103783433,9.375709388885525,,,
3774,GI & GI Petrol S.R.l.,Q8,Autostradale,S.ZENONE OVEST,Autostrada A1 MILANO-NAPOLI. Km. 15+100. dir. Sud 20070,SAN ZENONE AL LAMBRO,MI,45.32047772300428,9.376455654106167,,,
14271,MASSIMO GIGLIOTTI,Api-Ip,Altro,GIGLIOTTI MASSIMO,VIA BORLETTI 29 20010,SANTO STEFANO TICINO,MI,45.48145928387579,8.910822008598302,,,
6435,SERVIZI & GESTIONI ITALIA srl,Q8,Altro,SEDRIANO S.S.11 KM 125+476 50,S.S.11 KM 125+476 50 20018,SEDRIANO,MI,45.48292052238727,8.976168858860774,,,
16149,PUNTO VIP S.N.C. DI GELMI STEFANO E DE SOUZA LEITE ELZANIR,Api-Ip,Altro,apigruppoip,VIA CASSANESE 64 20090,SEGRATE,MI,45.49232731090063,9.274744838476181,,,
16098,DEDA CARBURANTI S.N.C. DI DEDAMIANI VITO & C.,Api-Ip,Altro,Distributore IP,strada provinciale cassanese 175 20090,SEGRATE,MI,45.49656371129011,9.289973080158234,,,
24575,SERELLA S.N.C. DI IVO ROSSI E FLAVIO ROSSI,Agip Eni,Altro,ENI,S.P. 14 RIVOLTANA. 20090 \t \t  ,SEGRATE,MI,45.47776709677346,9.301139116287231,,,
11671,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SEGRATE-FZ.ROVAGNASCO VIA MONZESE/MANZONI,FZ.ROVAGNASCO VIA MONZESE/MANZONI S/N 20090,SEGRATE,MI,45.50178047315617,9.28682641468049,,,
8322,CIERRE SNC DI CAPUTO GIOVANNI & C.,Tamoil,Altro,TAMOIL,VIA FRATELLI CERVI SN 20090,SEGRATE,MI,45.49004860033199,9.2615557461977,,,
31916,VEGA CARBURANTI S.P.A.,Vega,Altro,VEGA SEGRATE,VIA PIAGGIO 1 20090,SEGRATE,MI,45.48666900446077,9.263869822025299,,,
24399,SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.,Esso,Altro,VIA CAVOUR. 79 SENAGO,VIA CAVOUR 79 20030,SENAGO,MI,45.582454167271756,9.129318813491864,,,
24400,SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.,Esso,Altro,VIA XXIV MAGGIO SENAGO,VIA XXIV MAGGIO  20030,SENAGO,MI,45.57547650985402,9.116305728836096,,,
7357,GOBBI PAOLO,Esso,Altro,ESSO GOBBI PAOLO,VIALE RIMEMBRANZE SNC 20099,SESTO SAN GIOVANNI,MI,45.52456572153702,9.241277575492859,,,
31812,G.T. CARBURANTI  DI  GIULIANI TOMMASO MARCO,Esso,Altro,ESSO GTcarburanti,VIALE MARELLI 266 20099,SESTO SAN GIOVANNI,MI,45.525968157086275,9.22847156745911,,,
12374,F.LLI PUPPIO SNC DI PUPPIO PASQUALE E C.,Agip Eni,Altro,F.LLI PUPPIO SNC,VIALE GRAMSCI ANG. VIA MONTENERO  20099,SESTO SAN GIOVANNI,MI,45.546936861949234,9.243586957454681,,,
28711,GIARRUSSO CIRO,Pompe Bianche,Altro,GIARRUSSO-SESTO S.GIOVANNI,VIA F.LLI CASIRAGHI 270 20099,SESTO SAN GIOVANNI,MI,45.541987434549476,9.234365330766423,,,
29250,MYLAND S.A.S. DI ALESSANDRA LA VIA & C.,Agip Eni,Altro,myland sas,VIALE FULVIO TESTI 25 20099,SESTO SAN GIOVANNI,MI,45.53494076054292,9.217422008514404,,,
18149,ORLANDI & ALTOMONTE SNC DI ORLANDI D ANIELE & C.,Esso,Altro,orlandi&altomonte snc,via crescenzago n6. 20099,SESTO SAN GIOVANNI,MI,45.52207446536904,9.241159813491777,,,
9886,Q8 POINT SERVICE DI BECIANI MONICA,Q8,Altro,Q8,VIA DI VITTORIO  20099,SESTO SAN GIOVANNI,MI,45.526610027693394,9.258107095956802,,,
33287,ORAZI ORFEO,Q8,Altro,Q8,VIA GIUSEPPE DI VITTORIO SNC 20099,SESTO SAN GIOVANNI,MI,45.52660420248263,9.258132576942444,,,
24145,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SESTO SAN GIOVANNI - VIALE GRAMSCI 609,VIALE GRAMSCI 609 20099,SESTO SAN GIOVANNI,MI,45.54835895706711,9.24427519828646,,,
6445,SERVIZI & GESTIONI ITALIA srl,Q8,Altro,SESTO SAN GIOVANNI V MATTEOTTI 104,V MATTEOTTI 104 20099,SESTO SAN GIOVANNI,MI,45.536628924777844,9.226218388360621,,,
11656,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SESTO SAN GIOVANNI-VIALE CASIRAGHI F.TESTI 493,VIALE CASIRAGHI F.TESTI 493 20099,SESTO SAN GIOVANNI,MI,45.548869946364626,9.23625172023776,,,
11684,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SESTO SAN GIOVANNI-VIALE PARTIGIANI 83,VIALE PARTIGIANI 83 20099,SESTO SAN GIOVANNI,MI,45.52825261318868,9.254784314155586,,,
11700,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SESTO SAN GIOVANNI-VIALE RIMEMBRANZE 175,VIALE RIMEMBRANZE 175 20099,SESTO SAN GIOVANNI,MI,45.52596455007453,9.241302331352244,,,
26376,ROBERTO DIMUNNO,Total Erg,Altro,totalerg,VIA MATTEOTTI 245 20099,SESTO SAN GIOVANNI,MI,45.53896364507716,9.227652264527933,,,
26841,SOLAZZO  ANGELO,Total Erg,Altro,totalerg,via gramsci  134 20099,SESTO SAN GIOVANNI,MI,45.53757416561033,9.234744366270434,,,
4272,TUFO CARMINE  S.N.C. DI TUFO CARMINE E C.,Agip Eni,Altro,TUFO SNC,VIALE ITALIA ANGOLO VIA ISONZO  20099,SESTO SAN GIOVANNI,MI,45.52644861308865,9.233606457710266,,,
28065,AREA DI SOSTA MEA DI STEPHAN AMALIE,Esso,Altro,AREA DI SOSTA MEA,VIA CERCA 18 20090,SETTALA,MI,45.43389824190153,9.37906265258789,,,
26761,ENA SERVICE S.A.S. DI GIULIANI RAFFAELE E C.,Esso,Strada Statale,esso,Statale 415 Paullese. Km. 10. dir. milano 20090,SETTALA,MI,45.42877142275874,9.381615758029511,,,
14310,LAPA S.A.S. DI FIORIELLO PASQUALE E C.,Agip Eni,Altro,lapa sas di fioriellopasquale & c.,STR. PROVINCIALE 39. VIA CERCA 21 20090,SETTALA,MI,45.43492063882045,9.380532503128052,,,
32712,ENERGY FUEL S.R.L.,Agip Eni,Strada Statale,energy fuel srl,Statale 11 Padana Superiore. Km. 132. dir. novara 20019,SETTIMO MILANESE,MI,45.49646218580503,9.057532846927643,,,
22039,PRINELLI SANTINA,Esso,Altro,Esso Prinelli,VIA PANZERI 35 20019,SETTIMO MILANESE,MI,45.489553886670535,9.049645811319351,,,
12173,METANO PER AUTO SETTIMO MILANESE M.A.S. SRL,Pompe Bianche,Altro,Mas,VIA STRADACCIA  20019,SETTIMO MILANESE,MI,45.48783673957717,9.042529910802841,,,
4677,NUOVA SIDAP  S.R.L.,Esso,Altro,Settimo Milanese,STRADA STATALE 11 VIA GRAMSCI SNC 20019,SETTIMO MILANESE,MI,45.488816414832186,9.0574711561203,,,
24383,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SETTIMO MILANESE S.S. 11 KM 130+776,S.S. 11 KM 130+776  20019,SETTIMO MILANESE,MI,45.49012202060383,9.041356613491871,,,
7289,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SETTIMO MILANESE-SP11 TANGENZIALINA,STRADA PROVINCIALE 11 - TANGENZIALINA KM 132+248 SN 20019,SETTIMO MILANESE,MI,45.49626476021985,9.058144373016376,,,
5083,DISCARIM S.A.S. DISTRIBUZIONE CARBURANTI E GESTIONE IMPIANTI DI S ANTANGELO ANTONIO GIUSEPPE & C.,Agip Eni,Strada Statale,STAZIONE DI SERVIZIO ENI DISCARIM SAS,Statale 11 Padana Superiore. Km. 132+248. dir. magenta-novara 20019,SETTIMO MILANESE,MI,45.496491391424335,9.057516753673553,,,
16374,VUOTTI ANTONIO,Total Erg,Altro,totalerg,VIA EDISON  20019,SETTIMO MILANESE,MI,45.4643942631942,9.06555863511744,,,
9344,STAFU SNC DI STRAIANO STEPHEN GENNARO E FURNARI TINDARO,Q8,Altro,DISTRIBUTORE Q8,VIA ROMA 13 20020,SOLARO,MI,45.618280495873314,9.081774642852793,,,
18067,F.LLI PANDOLFO S.N.C. DI PANDOLFO LEOPOLDO E GIANNI,Agip Eni,Altro,ENI F.LLI PANDOLFO snc,via roma 50 ,SOLARO,MI,45.618641352751155,9.092313051223755,,,
11659,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SOLARO-FZ.VILLAGGIO BROLLO VIA ROMA 286,FZ.VILLAGGIO BROLLO VIA ROMA 286 20020,SOLARO,MI,45.62057373663515,9.108528746032675,,,
11665,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,SOLARO-S.S. BUSTESE VIA VARESE 216,S.S. BUSTESE VIA VARESE 216 20020,SOLARO,MI,45.61763752107878,9.064423789024318,,,
25413,ARTICO & PALAZZI S.N.C. DI ARTICO NICHOLAS,Tamoil,Altro,STAZIONE DI SERVIZIO TAMOIL,CORSO EUROPA 72 20020,SOLARO,MI,45.60921962183424,9.093144135888679,,,
7178,F.LLI BALCONI DI E. E  G. BALCONI S.N.C.,Api-Ip,Altro,F.lli Balconi snc(IP),Via Verdi SP 179 km.4+507  20069,TREZZANO ROSA,MI,45.58154768538803,9.479581117630005,,,
4923,METTA GERARDO,Agip Eni,Altro,stazione di servizio di metta gerardo,VIA CIRCONVALLAZIONE 2 20090,TREZZANO SUL NAVIGLIO,MI,45.418554267249824,9.072759766443141,,,
13306,C.P.F. S.N.C. DI CIULLA PIETRO E FRANCESCO,Tamoil,Altro,stazione di servizio tamoil,VIA GIUSEPPE MAZZINI 12 20090,TREZZANO SUL NAVIGLIO,MI,45.424319376510624,9.061225558879869,,,
9623,RESTELLI S.N.C. DI VENTURELLI LORIS E C.,Q8,Altro,stazione servizio q8,VIA LEONARDO DA VINCI 213. 20090,TREZZANO SUL NAVIGLIO,MI,45.41819331424288,9.051865339279175,,,
13219,FC FRATELLI CESAREO SNC DI ANTONIO E MATTEO CESAREO,Total Erg,Altro,TOTALERG,VIA ENRICO FERMI 48 20090,TREZZANO SUL NAVIGLIO,MI,45.42952348037283,9.066492909925842,,,
24775,IP SERVICES S.R.L.,Api-Ip,Altro,TREZZANO SUL NAVIGLIO - CIRCONVALLAZIONE,VIA CIRCONVALLAZIONE  20090,TREZZANO SUL NAVIGLIO,MI,45.41918399720786,9.07297317790983,,,
11677,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,TREZZANO SUL NAVIGLIO-VIA COLOMBO ANG.VIA DI VITTORIO,VIA COLOMBO ANG.VIA DI VITTORIO S/N 20090,TREZZANO SUL NAVIGLIO,MI,45.42440753003055,9.067928338623005,,,
33656,CARLI ROBERTO,Agip Eni,Altro,ENI,VIA EMILIO BRASCA 6 20056,TREZZO SULL'ADDA,MI,45.610665825768194,9.511558413505554,,,
33833,QUICK SERVICE S.R.L.,Agip Eni,Altro,sp2,VIA BRASCA 84 20056,TREZZO SULL'ADDA,MI,45.617325215661296,9.488251358270645,,,
22937,PAGANELLI MARCO,Esso,Altro,Stazione di Servizio Esso di Paganelli Marco,VIA DEI MILLE 2 20056,TREZZO SULL'ADDA,MI,45.606700100788764,9.521339707340303,,,
15814,AUTOSERVICE DI GIOVANNI D'ALOIA S.A.S.,Tamoil,Altro,TAMOIL 2337,STRADA PROVINCIALE N. 2 KM. 16+100   20056,TREZZO SULL'ADDA,MI,45.61488693636995,9.495178163051605,,,
31213,"MAVI"" DI SINGH MEWA,Total Erg,Altro,MAVI di Singh Mewa,Strada Provinciale Rivoltana 14 20060,TRUCCAZZANO,MI,45.48076677705668,9.446713328361511
32843,AMBRO & GIO CARBURANTI S.A.S. DI GIOVANNI CHIAPPARINI E C.,Total Erg,Altro,TOTALERG,S.P.RIVOLTANA  KM 14+500 14 20060,TRUCCAZZANO,MI,45.48072878837953,9.446710646152496
11670,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,TRUCCAZZANO-VIA NUOVA RIVOLTANA KM 16,VIA NUOVA RIVOLTANA KM 16 S/N 20060,TRUCCAZZANO,MI,45.481884955282744,9.465873177909884
9743,CORRADI STEFANO,Esso,Altro,stazione di servizio Esso,VIA MILANO 45 20029,TURBIGO,MI,45.53658495947241,8.735955047151947
9744,CORRADI STEFANO,Total Erg,Strada Statale,stazione di servizio Totalerg,Statale 341 Gallaratese. Km. 12+603. dir. novara 20029,TURBIGO,MI,45.52066655447552,8.726909805812852
31555,""GAVAZZI MARCO",Esso,Altro,Esso Vanzaghello,ss 341 km 22+170 snc 20020  ,VANZAGHELLO,MI,45.57986638585135,8.778502643108368,,,
27055,FIDA FABIO,Total Erg,Strada Statale,totalerg,Statale 341 Gallaratese. Km. 24+182. dir. gallarate 20020,VANZAGHELLO,MI,45.596895909879954,8.785840437436264,,,
17510,GIO & ARI S.N.C. DI GUGLIELMETTI LORENZO & C.,Total Erg,Altro,gio&ari snc,via milano 2 20010,VANZAGO,MI,45.52500890041976,8.992369728836024,,,
21484,GALLI CRISTIANO,Api-Ip,Altro,IP di Galli Cristiano,STRADA CONSORTILE 631 -MOLINA- SNC 20060,VIGNATE,MI,45.50236088885581,9.385899603366852,,,
16905,PREMOLI MAURIZIO,Total Erg,Altro,totalerg,str.prov.nuova rivoltana 54 20060,VIGNATE,MI,45.483700103028234,9.382855296134949,,,
12143,VINPE SERVIZI S.P.A.,Agip Eni,Altro,VIGNATE,S.P. 103 ANTICA CASSANESE SNC.  20060   ,VIGNATE,MI,45.50568972852001,9.378164112567902,,,
11707,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,VIGNATE-CASSANESE SP 103 C/O CC ACQUARIO,CASSANESE SP 103 C/O CC ACQUARIO S/N 20060,VIGNATE,MI,45.50462086686203,9.372512698173523,,,
10058,DE NIGRIS ANTONIO,Pompe Bianche,Altro,Occhio al prezzo,VIA PIETRO MICCA 13 20020,VILLA CORTESE,MI,45.56317248850171,8.889665101852415,,,
30060,T.D.M. S.R.L.,Tamoil,Altro,4935,Strada Padana Superiore 33 20090,VIMODRONE,MI,45.512299564660765,9.2705699801445,,,
31774,AMELOTTI FEDERICA,Total Erg,Strada Statale,FEDERICA AMELOTTI,Statale 11 Padana Superiore. Km. 2. dir. CERNUSCO SUL NAVIGLIO 20090,VIMODRONE,MI,45.51182795442037,9.284797832541585,,,
4320,AUCHAN S.P.A.,Auchan,Strada Statale,Stazione di Servizio Auchan,Statale 11 Padana Superiore. Km. 292. dir. milano 20090,VIMODRONE,MI,45.50975858607629,9.301707744598389,,,
7359,GIRIMONTI ANTONIO,Q8,Strada Statale,Q8,Statale 11 Padana Superiore. Km. 122+672. dir. Milano 20010,VITTUONE,MI,45.47993928523622,8.940785023187232,,,
14881,GPS DI PETROCELLI GIOVANNI,Shell,Altro,Shell KRI AutoSoccorso 24h,Via Veneto 58 Vittuone  ,VITTUONE,MI,45.48538307622065,8.95929376645654,,,
27543,PETROL SERVICE S.N.C. DI CARMEN RODICA ALEXE,Api-Ip,Altro,STAZIONE IP,SP 39 CERCA  20070,VIZZOLO PREDABISSI,MI,45.36788436478589,9.33652549982071,,,
19273,PEPPINAS DI RIZZO GIUSEPPE,Total Erg,Altro,totalerg,s.p.39 della cerca   20070,VIZZOLO PREDABISSI,MI,45.36281942179542,9.336152801187836,,,
33800,MARAZZINA PAOLO,Api-Ip,Altro,Stazione di Rifornimento IP,VIA SP 139 KM 6 SNC 20080,ZIBIDO SAN GIACOMO,MI,45.369666405666166,9.1055229306221,,,
11655,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,ZIBIDO S.GIACOMO-LOC. BADILE SS. 35 KM. 111+90,LOC. BADILE SS. 35 KM. 111+90 S/N 20080,ZIBIDO SAN GIACOMO,MI,45.36190713625711,9.13239061832428,,,
12661,ROSA STEFANO & C. S.N.C. DI ROSA STEFANO,Total Erg,Altro,TOTALERG,VIA MATTEOTTI 730 46011,ACQUANEGRA SUL CHIESE,MN,45.16902550181298,10.43136673743436,,,
18792,CARMINATI ANGELO,Agip Eni,Altro,carminati angelo,VIA BRESCIA C.M. 46041,ASOLA,MN,45.223375829926326,10.416258126497269,,,
24715,GANDELLINI FRANCO,Agip Eni,Altro,eni,VIA PARMA C.M. 60 46041,ASOLA,MN,45.215504501707535,10.419684648513794,,,
5701,PETROL TOBER S.R.L.,Api-Ip,Altro,PERTOLTOBER ASOLA,STRADA PROVINCIALE 2 KM 3+800 SNC  46041,ASOLA,MN,45.20848927472923,10.387973096636983,,,
16986,CONFETTA GIOVANNA,Agip Eni,Strada Statale,agip confetta giovanna,Statale 413 Romana. Km. 11.537. dir. bagnolo san vito 46031,BAGNOLO SAN VITO,MN,45.080736949936245,10.915293842554092,,,
14246,GIRELLI VITTORIO E ROBERTO S.N.C.,Esso,Altro,ESSO - GIRELLI V. E R. SNC,STRADA ROMANA ZUCCONA C.M. 46031,BAGNOLO SAN VITO,MN,45.107245491116686,10.827003568410873,,,
32852,SALVETTI RETE S.R.L.,Ies,Autostradale,PO EST,Autostrada A22 BRENNERO-MODENA. Km. 48. dir. NORD 46031,BAGNOLO SAN VITO,MN,45.066720121292335,10.844203233718872,,,
32854,SALVETTI RETE S.R.L.,Ies,Autostradale,PO OVEST,Autostrada A22 BRENNERO-MODENA. Km. 267. dir. SUD 46031,BAGNOLO SAN VITO,MN,45.059517165103934,10.840292572975159,,,
8931,TRUZZI NARDINO,Tamoil,Strada Statale,stazione di servizio TAMOIL,Statale 413 Romana. Km. 413. dir. SAN BENEDETTO PO 46031,BAGNOLO SAN VITO,MN,45.08619500625128,10.877505540847778,,,
32828,PAVEDE S.A.S. DI VERSIENTI EMANUELA & C.,Tamoil,Strada Statale,TAMOIL,Statale 413 Romana. Km. 1. dir. SAN BENEDETTO PO 46031,BAGNOLO SAN VITO,MN,45.086230987543246,10.877522975206375,,,
15823,KEROPETROL S.P.A.,Pompe Bianche,Altro,KEROPETROL SPA BIGARELLO,VIA GAZZO 86 46030,BIGARELLO,MN,45.18120628201604,10.901398076057376,,,
15753,BIGHINATI CATERINA,Repsol,Altro,DISTRIBUTORE REPSOL DI BIGHINATI CATERINA,VIA CISA 189. 46030 189 46030,BORGO VIRGILIO,MN,45.109663722419036,10.780896690807367,,,
23748,TAMOIL DI DALL'ACQUA MIRKO,Tamoil,Altro,TAMOIL di DALL'ACQUA MIRKO,VIA SPOLVERINA 3 46030,BORGO VIRGILIO,MN,45.12596056949342,10.78269213438034,,,
16998,F.LLI GANZERLI S.N.C. DI GANZERLI STEFANO E FOSCHI LARA,Total Erg,Altro,TOTALERG,VIA MANTOVA 267.B 46030,BORGO VIRGILIO,MN,45.06047754854622,10.755387917160988,,,
22482,ENERGY RETE S.R.L.,Energy Rete,Strada Statale,Energy Rete Srl - Borgoforte,Statale 62 della Cisa. Km. 174+044. dir. sud,BORGOFORTE,MN,45.08834452894961,10.769834953237478,,,
18136,ORLANDI ROBERTO,Esso,Strada Statale,esso orlandi,Statale 62 della Cisa. Km. 169. dir. suzzara,BORGOFORTE,MN,45.05365106800451,10.754821300506591,,,
15965,CALOR SYSTEMS S.P.A.,Api-Ip,Altro,API BELFIORE,PIAZZA BELFIORE VIA RIMEMBRANZE SNC 46012,BOZZOLO,MN,45.10707700901828,10.477268323302269,,,
15969,CALOR SYSTEMS S.P.A.,Api-Ip,Altro,API GIUSEPPINA,VIA GIUSEPPINA SNC 46012,BOZZOLO,MN,45.10162662793051,10.488003864884377,,,
13156,SPEZIA MARCO,Agip Eni,Altro,ENI DI SPEZIA MARCO,VIA MANTOVA 2 46012,BOZZOLO,MN,45.100329835420496,10.493311775254824,,,
31866,BRIXIA FINANZIARIA S.R.L.,Retitalia,Altro,Retitalia Bozzolo,Via Provinciale 10 46012,BOZZOLO,MN,45.11366220766607,10.460435450077057,,,
26862,ENI RETE OIL&NONOIL S.P.A.,Agip Eni,Altro,2102 Canneto MN,VIA TAZZOLI - S.S.343 KM.43+858 SNC 46013,CANNETO SULL'OGLIO,MN,45.148228530222696,10.372156172925315,,,
30354,DELTA ENERGY S.R.L.,Delta energy,Altro,DELTA ENERGY SRL - Carbonara di Po,Via della Centrale 7 46020,CARBONARA DI PO,MN,45.02314540847117,11.244451484469664,,,
21341,SMC - SOCIETA' MANTOVANA CARBURANTI S.R.L.,Pompe Bianche,Altro,SMC.SRL,VIA DELLA CENTRALE 7/9 46020,CARBONARA DI PO,MN,45.02317709599302,11.244423687458038,,,
27950,ENERGY RETE S.R.L.,Energy Rete,Strada Statale,Energy Rete srl - Casalmoro,Statale 343 Asolana. Km. 60+772. dir. Nord 46060,CASALMORO,MN,45.25962216414404,10.414910316467285,,,
10667,STAR SERVICE DI RONCHETTI MAURO,Pompe Bianche,Altro,STAR SERVICE DI RONCHETTI MAURO,STRADA PROVINCIALE 8 KM 1+118  46040,CASALOLDO,MN,45.264384619873,10.477043688297272,,,
22823,ACCINI VITTORIO,Tamoil,Altro,Tamoil,via liberta'  46040,CASALOLDO,MN,45.25135133776764,10.484260651867658,,,
30717,NUOVA COMA S.R.L.,Pompe Bianche,Altro,occhio al prezzo,strada provinciale 2   25086,CASALROMANO,MN,45.19052260783643,10.325850248336792,,,
16801,PASINI MATTEO,Api-Ip,Altro,DISTRIBUTORE IP DI PASINI MATTEO,PIAZZA GARIBALDI 89 46033,CASTEL D'ARIO,MN,45.18868864946361,10.976729993539038,,,
16140,SETTANTA G.BATTISTA,Tamoil,Altro,tamoil,via trieste 7 46033,CASTEL D'ARIO,MN,45.18538390057844,10.98304733464056,,,
13815,COMPAGNONI GRAZIANO,Agip Eni,Altro,COMPAGNONI GRAZIANO - ENI,VIA EUROPA C.M. 46042,CASTEL GOFFREDO,MN,45.297207054175765,10.477407798171043,,,
26754,BRIXIA FINANZIARIA S.R.L.,Retitalia,Altro,Impianto colori Retitalia CastelGoffredo,Via Martiri di Belfiore (S.P. per Medole) 4 46042,CASTEL GOFFREDO,MN,45.297402976550856,10.48085173219988,,,
8043,SOLAZZI GRAZIANO - AGIP,Repsol,Altro,Repsol,VIA STRADA DELLA CALZA 1871/B. 46042  46042,CASTEL GOFFREDO,MN,45.2985903087695,10.491688251495361,,,
26808,BASAGLIA SAMUELE,Tamoil,Altro,tamoil,via gambina 16 46042,CASTEL GOFFREDO,MN,45.30283493384634,10.467968434095383,,,
16331,MIRO DI MIRANDOLA ANDREA & C. S.A.S.,Agip Eni,Strada Statale,miro impianto agip,Statale 249 Gardesana Orientale. Km. 52. dir. lago di garda 46032,CASTELBELFORTE,MN,45.207453693800666,10.89513972401619,,,
27458,PACE GIANCARLO,Ies,Strada Statale,IES,Statale 10 Padana Inferiore. Km. 275. dir. mantova 46014,CASTELLUCCHIO,MN,45.14924675757491,10.643822103738785,,,
17590,ASINARI LUCA,Tamoil,Strada Statale,Tamoil,Statale 10 Padana Inferiore. Km. 278+110. dir. via roma 46014,CASTELLUCCHIO,MN,45.15384330936973,10.65441146492958,,,
26863,ENI RETE OIL&NONOIL S.P.A.,Agip Eni,Altro,2052 Castiglione MN,VIA MAZZINI 75 46043,CASTIGLIONE DELLE STIVIERE,MN,45.380630082772356,10.501036584246322,,,
17966,BIGNOTTI ETTORE,Api-Ip,Altro,BIGNOTTI ETTORE,VIA CAVOUR 28 46043,CASTIGLIONE DELLE STIVIERE,MN,45.388047209538215,10.482409330024666,,,
27239,BORTOLOTTI MASSIMO.,Esso,Altro,BORTOLOTTI MASSIMO,VIA DUNANT 1 46043,CASTIGLIONE DELLE STIVIERE,MN,45.387058188807465,10.494598746299743,,,
6517,SERVIZI & GESTIONI ITALIA srl,Q8,Altro,CASTIGLIONE DELLE STIVIERE S.S. 567 VARIANTE KM 3+300,S.S. 567 VARIANTE KM 3+300 SNC 46043,CASTIGLIONE DELLE STIVIERE,MN,45.40724389000173,10.468007326126099,,,
11718,SERVIZI & GESTIONI ITALIA S.R.L.,Q8,Altro,CASTIGLIONE DELLE STIVIERE-SS. 236 KM. 35+950,SS. 236 KM. 35+950 S/N 46043,CASTIGLIONE DELLE STIVIERE,MN,45.395058213042354,10.475993119049008,,,
32282,OCCHI CLAUS,Esso,Strada Statale,Esso,Statale 236 Goitese. Km. 31+234. dir. Brescia 46043,CASTIGLIONE DELLE STIVIERE,MN,45.35939397889116,10.510871708393097,,,
15536,TOP FUEL DI NERVI NICOLA E C. S.N.C.,Agip Eni,Altro,Stazione di Servizio TOP FUEL ,Via del Benaco. 8/b ,CASTIGLIONE DELLE STIVIERE,MN,45.39923646731321,10.50191044807434,,,
8456,CHERUBINI DI CHERUBINI DAVID & C. S.N.C.,Tamoil,Altro,TAMOIL,VIA DUNANT 42 46043,CASTIGLIONE DELLE STIVIERE,MN,45.38236537273041,10.498769270114167,,,
11260,PISTONI LUCIA,Total Erg,Altro,TOTALERG,VIA SAN PIETRO 23 46043,CASTIGLIONE DELLE STIVIERE,MN,45.39427421328156,10.484464898147621,,,
12674,CORAZZINA MARINA,Costantin,Altro,CORAZZINA MARINA,VIA GUIDIZZOLO 9 46040,CAVRIANA,MN,45.33969085330763,10.596896779098529,,,
18142,ERCOLI GILBERTO,Agip Eni,Altro,Stazione di servizio AGIP Ercoli Gilberto,VIA CORTINE 34 46040,CERESARA,MN,45.26120767994371,10.574197322130203,,,
6957,IES ITALIANA ENERGIA E SERVIZI S.P.A.,Ies,Altro,COMMESSAGGIO,VIA DELLA LIBERTA'-EX S.S. 420 SNC 46010,COMMESSAGGIO,MN,45.050677621266324,10.550276041030884,,,
17290,CASALINO ANGELO,Agip Eni,Altro,agip di casalino angelo,VIA CADUTI DEL LAVORO 21/A 46100,CURTATONE,MN,45.11904557494526,10.772825628519058,,,
16108,SALVAGNI FAUSTO,Agip Eni,Altro,distributore agip salvagni fausto,VIA ROMA 8/B 46010,CURTATONE,MN,45.13583065146318,10.726247727870941,,,
